Invoice ID,Branch,Customer type,Gender,ProductID,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,ProductLineID,ProductLine,,,,ProductID1,Unit price,ProductLine1,,,ProductLineID2,Product line 2
136-08-6195,A,Normal,Female,PID219,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4,PD003,Home and lifestyle,,,,PID222,69.96,PD003,,,,
685-64-1609,A,Member,Female,PID22,10,15.07,316.47,2/10/2019,12:28,Ewallet,301.4,4.761904762,15.07,9.2,PD001,Health and beauty,,,,PID223,30.14,PD001,,,,
490-29-1201,A,Normal,Female,PID220,1,0.767,16.107,1/6/2019,11:09,Cash,15.34,4.761904762,0.767,6.5,PD006,Fashion accessories,,,,PID224,15.34,PD006,,,,
439-54-7422,A,Normal,Female,PID221,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7,PD001,Health and beauty,,,,PID225,51.19,PD004,,,,
286-01-5402,A,Normal,Female,PID222,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6,PD003,Home and lifestyle,,,,PID226,40.23,PD006,,,,
848-42-2560,A,Normal,Female,PID223,2,8.191,172.011,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8,PD001,Health and beauty,,,,PID227,81.91,PD005,,,,
372-94-8041,A,Normal,Male,PID224,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.761904762,4.578,9.8,PD006,Fashion accessories,,,,PID228,15.26,PD004,,,,
563-91-7120,A,Normal,Female,PID225,5,15.4425,324.2925,3/8/2019,13:21,Cash,308.85,4.761904762,15.4425,6.7,PD004,Sports and travel,,,,PID229,61.77,PD005,,,,
746-54-5508,A,Normal,Male,PID226,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,4.761904762,6.456,9.4,PD006,Fashion accessories,,,,PID23,21.52,PD002,,,,
634-97-8956,A,Normal,Male,PID227,3,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1,PD005,Food and beverages,,,,PID230,32.9,PD003,,,,
566-71-1091,A,Normal,Male,PID228,5,19.255,404.355,2/3/2019,15:59,Cash,385.1,4.761904762,19.255,5.5,PD004,Sports and travel,,,,PID231,77.02,PD001,,,,
898-04-2717,A,Normal,Male,PID229,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5,PD005,Food and beverages,,,,PID232,76.4,PD004,,,,
782-95-9291,A,Member,Male,PID23,5,23.0725,484.5225,2/20/2019,15:55,Credit card,461.45,4.761904762,23.0725,9,PD002,Electronic accessories,,,,PID233,92.29,PD005,,,,
150-89-8043,A,Normal,Male,PID230,3,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2,PD003,Home and lifestyle,,,,PID234,44.65,PD004,,,,
135-84-8019,A,Normal,Female,PID231,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,4.761904762,35.0685,7.6,PD001,Health and beauty,,,,PID235,77.93,PD005,,,,
531-80-1784,A,Normal,Male,PID232,7,9.107,191.247,3/28/2019,17:38,Cash,182.14,4.761904762,9.107,5.1,PD004,Sports and travel,,,,PID236,26.02,PD004,,,,
834-61-8124,A,Normal,Male,PID233,7,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5,PD005,Food and beverages,,,,PID237,51.69,PD005,,,,
462-67-9126,A,Normal,Male,PID234,6,21.966,461.286,1/21/2019,17:44,Cash,439.32,4.761904762,21.966,7.2,PD004,Sports and travel,,,,PID238,73.22,PD001,,,,
422-29-8786,A,Normal,Female,PID235,5,16.7725,352.2225,1/3/2019,16:47,Credit card,335.45,4.761904762,16.7725,9.1,PD005,Food and beverages,,,,PID239,67.09,PD003,,,,
662-72-2873,A,Normal,Female,PID236,5,10.235,214.935,1/6/2019,13:58,Ewallet,204.7,4.761904762,10.235,9.9,PD004,Sports and travel,,,,PID24,40.94,PD006,,,,
725-56-0833,A,Normal,Female,PID237,10,16.16,339.36,2/20/2019,16:49,Credit card,323.2,4.761904762,16.16,10,PD005,Food and beverages,,,,PID240,32.32,PD005,,,,
885-17-6250,A,Normal,Female,PID238,1,3.987,83.727,3/6/2019,10:36,Ewallet,79.74,4.761904762,3.987,7.3,PD001,Health and beauty,,,,PID241,79.74,PD004,,,,
726-27-2396,A,Normal,Female,PID239,5,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,4.761904762,19.375,4.3,PD003,Home and lifestyle,,,,PID242,77.5,PD001,,,,
105-31-1824,A,Member,Male,PID24,7,24.332,510.972,2/1/2019,15:10,Credit card,486.64,4.761904762,24.332,8.5,PD006,Fashion accessories,,,,PID243,69.52,PD005,,,,
316-01-3952,A,Normal,Female,PID240,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,PD005,Food and beverages,,,,PID244,54.27,PD002,,,,
732-67-5346,A,Normal,Male,PID241,5,3.4475,72.3975,1/11/2019,19:07,Credit card,68.95,4.761904762,3.4475,7.8,PD004,Sports and travel,,,,PID245,13.79,PD002,,,,
256-08-8343,A,Normal,Female,PID242,4,11.306,237.426,3/4/2019,19:48,Ewallet,226.12,4.761904762,11.306,5.5,PD001,Health and beauty,,,,PID246,56.53,PD005,,,,
696-90-2548,A,Normal,Male,PID243,3,3.876,81.396,3/10/2019,18:55,Ewallet,77.52,4.761904762,3.876,6.6,PD005,Food and beverages,,,,PID247,25.84,PD003,,,,
472-15-9636,A,Normal,Male,PID244,8,20.372,427.812,3/22/2019,19:36,Ewallet,407.44,4.761904762,20.372,9.2,PD002,Electronic accessories,,,,PID248,50.93,PD005,,,,
459-50-7686,A,Normal,Female,PID245,6,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4,PD002,Electronic accessories,,,,PID249,23.46,PD006,,,,
345-08-4992,A,Normal,Male,PID246,6,10.197,214.137,3/8/2019,15:37,Credit card,203.94,4.761904762,10.197,7.7,PD005,Food and beverages,,,,PID25,33.99,PD005,,,,
301-11-9629,A,Normal,Female,PID247,7,6.685,140.385,1/15/2019,10:43,Cash,133.7,4.761904762,6.685,9.7,PD003,Home and lifestyle,,,,PID250,19.1,PD001,,,,
727-17-0390,A,Normal,Female,PID248,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,4.761904762,15.9025,4.8,PD005,Food and beverages,,,,PID251,63.61,PD006,,,,
568-88-3448,A,Normal,Male,PID249,1,1.25,26.25,3/3/2019,15:09,Ewallet,25,4.761904762,1.25,5.5,PD006,Fashion accessories,,,,PID252,25,PD005,,,,
827-26-2100,A,Member,Male,PID25,9,15.228,319.788,3/21/2019,16:21,Ewallet,304.56,4.761904762,15.228,8.8,PD005,Food and beverages,,,,PID253,33.84,PD004,,,,
502-05-1910,A,Normal,Male,PID250,3,9.777,205.317,2/25/2019,20:35,Credit card,195.54,4.761904762,9.777,6.3,PD001,Health and beauty,,,,PID254,65.18,PD001,,,,
485-30-8700,A,Normal,Female,PID251,5,8.315,174.615,3/18/2019,16:10,Credit card,166.3,4.761904762,8.315,4.2,PD006,Fashion accessories,,,,PID255,33.26,PD004,,,,
575-67-1508,A,Normal,Male,PID252,1,1.93,40.53,1/29/2019,11:26,Ewallet,38.6,4.761904762,1.93,6.7,PD005,Food and beverages,,,,PID256,38.6,PD005,,,,
674-15-9296,A,Normal,Male,PID253,5,9.285,194.985,1/8/2019,13:05,Ewallet,185.7,4.761904762,9.285,5,PD004,Sports and travel,,,,PID257,37.14,PD003,,,,
795-49-7276,A,Normal,Male,PID254,4,7.43,156.03,3/23/2019,18:59,Ewallet,148.6,4.761904762,7.43,8.3,PD001,Health and beauty,,,,PID258,37.15,PD003,,,,
209-61-0206,A,Normal,Female,PID255,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,PD004,Sports and travel,,,,PID259,42.91,PD003,,,,
595-27-4851,A,Normal,Female,PID256,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3,PD005,Food and beverages,,,,PID26,54.28,PD003,,,,
189-52-0236,A,Normal,Male,PID257,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6,PD003,Home and lifestyle,,,,PID260,99.55,PD003,,,,
220-28-1851,A,Normal,Male,PID258,2,3.473,72.933,3/1/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7,PD003,Home and lifestyle,,,,PID261,34.73,PD006,,,,
534-01-4457,A,Normal,Male,PID259,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8,PD003,Home and lifestyle,,,,PID262,81.71,PD005,,,,
175-54-2529,A,Member,Male,PID26,8,8.868,186.228,3/3/2019,17:01,Credit card,177.36,4.761904762,8.868,9.6,PD003,Home and lifestyle,,,,PID263,22.17,PD003,,,,
827-77-7633,A,Normal,Male,PID260,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3,PD003,Home and lifestyle,,,,PID264,98.09,PD002,,,,
287-83-1405,A,Normal,Male,PID261,6,7.629,160.209,2/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7,PD006,Fashion accessories,,,,PID265,25.43,PD006,,,,
892-05-6689,A,Normal,Female,PID262,5,7.08,148.68,3/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2,PD005,Food and beverages,,,,PID266,28.32,PD001,,,,
643-38-7867,A,Normal,Male,PID263,1,4.897,102.837,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9,PD003,Home and lifestyle,,,,PID267,97.94,PD003,,,,
308-81-0538,A,Normal,Female,PID264,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9,PD002,Electronic accessories,,,,PID268,73.05,PD001,,,,
460-35-4390,A,Normal,Male,PID265,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1,PD006,Fashion accessories,,,,PID269,30.68,PD005,,,,
647-50-1224,A,Normal,Female,PID266,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9,PD001,Health and beauty,,,,PID27,29.42,PD004,,,,
541-48-8554,A,Normal,Male,PID267,9,27.4275,575.9775,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6,PD003,Home and lifestyle,,,,PID270,60.95,PD002,,,,
213-32-1216,A,Normal,Female,PID268,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3,PD001,Health and beauty,,,,PID271,66.06,PD002,,,,
698-98-5964,A,Normal,Female,PID269,10,40.605,852.705,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3,PD005,Food and beverages,,,,PID272,81.21,PD001,,,,
851-28-6367,A,Member,Male,PID27,10,7.75,162.75,3/23/2019,10:55,Ewallet,155,4.761904762,7.75,8,PD004,Sports and travel,,,,PID273,15.5,PD003,,,,
651-88-7328,A,Normal,Female,PID270,9,29.583,621.243,1/1/2019,13:55,Cash,591.66,4.761904762,29.583,7.7,PD002,Electronic accessories,,,,PID274,65.74,PD001,,,,
550-84-8664,A,Normal,Male,PID271,5,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6,PD002,Electronic accessories,,,,PID275,85.91,PD002,,,,
797-88-0493,A,Normal,Female,PID272,4,12.854,269.934,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7,PD001,Health and beauty,,,,PID276,64.27,PD003,,,,
127-47-6963,A,Normal,Male,PID273,4,10.342,217.182,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8,PD003,Home and lifestyle,,,,PID277,51.71,PD006,,,,
278-86-2735,A,Normal,Female,PID274,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2,PD001,Health and beauty,,,,PID278,52.34,PD002,,,,
695-28-6250,A,Normal,Female,PID275,5,10.765,226.065,2/4/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7,PD002,Electronic accessories,,,,PID279,43.06,PD002,,,,
227-50-3718,A,Normal,Male,PID276,5,3.655,76.755,3/4/2019,12:23,Cash,73.1,4.761904762,3.655,4.4,PD003,Home and lifestyle,,,,PID28,14.62,PD005,,,,
152-68-2907,A,Normal,Male,PID277,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5,PD006,Fashion accessories,,,,PID280,52.2,PD003,,,,
318-12-0304,A,Normal,Male,PID278,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2,PD002,Electronic accessories,,,,PID281,30.61,PD004,,,,
421-95-9805,A,Normal,Female,PID279,1,1.448,30.408,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2,PD002,Electronic accessories,,,,PID282,28.96,PD004,,,,
319-74-2561,A,Member,Female,PID28,3,14.196,298.116,2/21/2019,16:55,Cash,283.92,4.761904762,14.196,5.5,PD005,Food and beverages,,,,PID283,94.64,PD003,,,,
420-97-3340,A,Normal,Female,PID280,3,10.752,225.792,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2,PD003,Home and lifestyle,,,,PID284,71.68,PD004,,,,
816-57-2053,A,Normal,Male,PID281,2,6.087,127.827,3/9/2019,12:37,Ewallet,121.74,4.761904762,6.087,8.7,PD004,Sports and travel,,,,PID285,60.87,PD002,,,,
308-39-1707,A,Normal,Female,PID282,1,0.6045,12.6945,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2,PD004,Sports and travel,,,,PID286,12.09,PD006,,,,
149-61-1929,A,Normal,Male,PID283,10,32.095,673.995,1/19/2019,14:08,Credit card,641.9,4.761904762,32.095,6.7,PD003,Home and lifestyle,,,,PID287,64.19,PD005,,,,
655-07-2265,A,Normal,Male,PID284,3,11.7465,246.6765,3/5/2019,16:38,Ewallet,234.93,4.761904762,11.7465,5.4,PD004,Sports and travel,,,,PID288,78.31,PD002,,,,
610-46-4100,A,Normal,Male,PID285,7,10.1325,212.7825,3/3/2019,20:31,Credit card,202.65,4.761904762,10.1325,6,PD002,Electronic accessories,,,,PID289,28.95,PD005,,,,
169-52-4504,A,Normal,Female,PID286,3,2.3535,49.4235,3/14/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8,PD006,Fashion accessories,,,,PID29,15.69,PD002,,,,
518-17-2983,A,Normal,Female,PID287,4,9.726,204.246,2/4/2019,15:44,Ewallet,194.52,4.761904762,9.726,7.6,PD005,Food and beverages,,,,PID290,48.63,PD006,,,,
811-03-8790,A,Normal,Female,PID288,10,22.74,477.54,3/1/2019,10:22,Credit card,454.8,4.761904762,22.74,4.8,PD002,Electronic accessories,,,,PID291,45.48,PD005,,,,
305-03-2383,A,Normal,Female,PID289,3,10.065,211.365,2/15/2019,10:36,Cash,201.3,4.761904762,10.065,7.5,PD005,Food and beverages,,,,PID292,67.1,PD004,,,,
157-13-5295,A,Member,Male,PID29,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5,PD002,Electronic accessories,,,,PID293,51.94,PD001,,,,
445-30-9252,A,Normal,Male,PID290,3,3.855,80.955,1/17/2019,17:59,Ewallet,77.1,4.761904762,3.855,6.1,PD006,Fashion accessories,,,,PID294,25.7,PD002,,,,
258-92-7466,A,Normal,Female,PID291,5,8.92,187.32,2/6/2019,18:33,Credit card,178.4,4.761904762,8.92,6.6,PD005,Food and beverages,,,,PID295,35.68,PD002,,,,
788-21-5741,A,Normal,Male,PID292,3,6.807,142.947,2/17/2019,13:34,Credit card,136.14,4.761904762,6.807,7.2,PD004,Sports and travel,,,,PID296,45.38,PD003,,,,
635-28-5728,A,Normal,Male,PID293,3,8.4,176.4,2/28/2019,19:33,Ewallet,168,4.761904762,8.4,4.8,PD001,Health and beauty,,,,PID297,56,PD006,,,,
805-86-0265,A,Normal,Male,PID294,9,42.282,887.922,3/20/2019,11:32,Cash,845.64,4.761904762,42.282,9.8,PD002,Electronic accessories,,,,PID298,93.96,PD002,,,,
585-86-8361,A,Normal,Female,PID295,5,6.82,143.22,2/3/2019,10:31,Credit card,136.4,4.761904762,6.82,8.6,PD002,Electronic accessories,,,,PID299,27.28,PD001,,,,
652-43-6591,A,Normal,Female,PID296,8,38.916,817.236,3/9/2019,13:18,Credit card,778.32,4.761904762,38.916,6.2,PD003,Home and lifestyle,,,,PID30,97.29,PD006,,,,
406-46-7107,A,Normal,Female,PID297,6,28.956,608.076,1/11/2019,11:52,Cash,579.12,4.761904762,28.956,4.5,PD006,Fashion accessories,,,,PID300,96.52,PD001,,,,
156-95-3964,A,Normal,Female,PID298,4,11.078,232.638,3/25/2019,15:19,Ewallet,221.56,4.761904762,11.078,8,PD002,Electronic accessories,,,,PID301,55.39,PD004,,,,
886-54-6089,A,Normal,Female,PID299,6,3.429,72.009,1/15/2019,17:24,Cash,68.58,4.761904762,3.429,7.7,PD001,Health and beauty,,,,PID302,11.43,PD001,,,,
217-58-1179,A,Member,Male,PID30,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2,PD006,Fashion accessories,,,,PID303,62.65,PD006,,,,
534-53-3526,A,Normal,Female,PID300,4,18.952,397.992,2/11/2019,16:06,Ewallet,379.04,4.761904762,18.952,7.8,PD001,Health and beauty,,,,PID304,94.76,PD002,,,,
404-91-5964,A,Normal,Male,PID301,7,26.103,548.163,2/4/2019,16:09,Credit card,522.06,4.761904762,26.103,9,PD004,Sports and travel,,,,PID305,74.58,PD006,,,,
497-37-6538,A,Normal,Male,PID302,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,412.37,4.761904762,20.6185,9.7,PD001,Health and beauty,,,,PID306,58.91,PD005,,,,
651-96-5970,A,Normal,Male,PID303,1,2.3205,48.7305,3/3/2019,20:06,Credit card,46.41,4.761904762,2.3205,4,PD006,Fashion accessories,,,,PID307,46.41,PD001,,,,
702-72-0487,A,Normal,Female,PID304,2,4.661,97.881,2/26/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6,PD002,Electronic accessories,,,,PID308,46.61,PD006,,,,
220-68-6701,A,Normal,Female,PID305,4,15.494,325.374,3/17/2019,16:36,Cash,309.88,4.761904762,15.494,4.2,PD006,Fashion accessories,,,,PID309,77.47,PD003,,,,
618-34-8551,A,Normal,Female,PID306,2,9.318,195.678,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5,PD005,Food and beverages,,,,PID31,93.18,PD003,,,,
257-60-7754,A,Normal,Female,PID307,4,10.046,210.966,1/8/2019,17:12,Cash,200.92,4.761904762,10.046,9,PD001,Health and beauty,,,,PID310,50.23,PD003,,,,
380-60-5336,A,Normal,Female,PID308,10,20.13,422.73,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5,PD006,Fashion accessories,,,,PID311,40.26,PD002,,,,
674-56-6360,A,Normal,Male,PID309,1,4.7575,99.9075,3/22/2019,14:00,Cash,95.15,4.761904762,4.7575,6,PD003,Home and lifestyle,,,,PID312,95.15,PD006,,,,
530-90-9855,A,Member,Male,PID31,8,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7,PD003,Home and lifestyle,,,,PID313,47.59,PD002,,,,
832-51-6761,A,Normal,Male,PID310,8,13.552,284.592,1/19/2019,20:29,Ewallet,271.04,4.761904762,13.552,9.6,PD003,Home and lifestyle,,,,PID314,33.88,PD005,,,,
276-75-6884,A,Normal,Female,PID311,3,10.3065,216.4365,3/4/2019,10:05,Cash,206.13,4.761904762,10.3065,8.7,PD002,Electronic accessories,,,,PID315,68.71,PD005,,,,
237-44-6163,A,Normal,Male,PID312,8,4.224,88.704,1/24/2019,17:43,Cash,84.48,4.761904762,4.224,7.6,PD006,Fashion accessories,,,,PID316,10.56,PD006,,,,
807-34-3742,A,Normal,Male,PID313,1,2.619,54.999,3/26/2019,19:44,Cash,52.38,4.761904762,2.619,5.8,PD002,Electronic accessories,,,,PID317,52.38,PD004,,,,
497-36-0989,A,Normal,Male,PID314,3,7.791,163.611,2/15/2019,15:21,Cash,155.82,4.761904762,7.791,7.9,PD005,Food and beverages,,,,PID318,51.94,PD003,,,,
896-34-0956,A,Normal,Male,PID315,1,1.066,22.386,1/26/2019,12:43,Cash,21.32,4.761904762,1.066,5.9,PD005,Food and beverages,,,,PID319,21.32,PD003,,,,
125-45-2293,A,Normal,Female,PID316,6,29.73,624.33,1/19/2019,13:11,Cash,594.6,4.761904762,29.73,4.2,PD006,Fashion accessories,,,,PID32,99.1,PD006,,,,
843-73-4724,A,Normal,Male,PID317,1,3.705,77.805,1/25/2019,11:05,Cash,74.1,4.761904762,3.705,9.2,PD004,Sports and travel,,,,PID320,74.1,PD002,,,,
409-33-9708,A,Normal,Female,PID318,2,9.848,206.808,2/19/2019,10:12,Ewallet,196.96,4.761904762,9.848,9.2,PD003,Home and lifestyle,,,,PID321,98.48,PD003,,,,
852-82-2749,A,Normal,Male,PID319,4,12.918,271.278,1/6/2019,13:35,Ewallet,258.36,4.761904762,12.918,9.3,PD003,Home and lifestyle,,,,PID322,64.59,PD002,,,,
604-70-6476,A,Member,Male,PID32,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8,PD006,Fashion accessories,,,,PID323,17.94,PD002,,,,
448-61-3783,A,Normal,Female,PID320,8,36.008,756.168,3/21/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5,PD002,Electronic accessories,,,,PID324,90.02,PD002,,,,
460-93-5834,A,Normal,Male,PID321,7,15.953,335.013,1/13/2019,10:03,Cash,319.06,4.761904762,15.953,5,PD003,Home and lifestyle,,,,PID325,45.58,PD006,,,,
865-41-9075,A,Normal,Male,PID322,7,4.0355,84.7455,1/28/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1,PD002,Electronic accessories,,,,PID326,11.53,PD006,,,,
453-33-6436,A,Normal,Female,PID323,8,37.248,782.208,2/7/2019,10:09,Cash,744.96,4.761904762,37.248,6.8,PD002,Electronic accessories,,,,PID327,93.12,PD004,,,,
749-81-8133,A,Normal,Female,PID324,4,18.934,397.614,3/11/2019,12:04,Cash,378.68,4.761904762,18.934,6.8,PD002,Electronic accessories,,,,PID328,94.67,PD004,,,,
243-55-8457,A,Normal,Female,PID325,10,37.22,781.62,2/27/2019,11:40,Ewallet,744.4,4.761904762,37.22,5.1,PD006,Fashion accessories,,,,PID329,74.44,PD004,,,,
361-85-2571,A,Normal,Female,PID326,5,22.37,469.77,3/30/2019,10:18,Cash,447.4,4.761904762,22.37,7.4,PD006,Fashion accessories,,,,PID33,89.48,PD003,,,,
720-72-2436,A,Normal,Male,PID327,4,13.304,279.384,3/2/2019,18:14,Ewallet,266.08,4.761904762,13.304,6.9,PD004,Sports and travel,,,,PID330,66.52,PD005,,,,
809-69-9497,A,Normal,Female,PID328,10,22.84,479.64,1/19/2019,19:30,Ewallet,456.8,4.761904762,22.84,5.7,PD004,Sports and travel,,,,PID331,45.68,PD003,,,,
449-16-6770,A,Normal,Male,PID329,5,12.6975,266.6475,2/19/2019,14:53,Credit card,253.95,4.761904762,12.6975,5.3,PD004,Sports and travel,,,,PID332,50.79,PD003,,,,
799-71-1548,A,Member,Male,PID33,4,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8,PD003,Home and lifestyle,,,,PID333,77.72,PD004,,,,
489-82-1237,A,Normal,Female,PID330,7,32.858,690.018,1/5/2019,11:51,Credit card,657.16,4.761904762,32.858,7.3,PD005,Food and beverages,,,,PID334,93.88,PD001,,,,
846-10-0341,A,Normal,Female,PID331,7,14.8995,312.8895,1/6/2019,11:51,Cash,297.99,4.761904762,14.8995,6.8,PD003,Home and lifestyle,,,,PID335,42.57,PD003,,,,
593-08-5916,A,Normal,Female,PID332,1,0.775,16.275,3/19/2019,15:23,Credit card,15.5,4.761904762,0.775,7.4,PD003,Home and lifestyle,,,,PID336,15.5,PD003,,,,
558-60-5016,A,Normal,Female,PID333,9,14.985,314.685,3/4/2019,15:27,Ewallet,299.7,4.761904762,14.985,7.2,PD004,Sports and travel,,,,PID337,33.3,PD001,,,,
605-03-2706,A,Normal,Female,PID334,3,2.37,49.77,3/25/2019,18:02,Cash,47.4,4.761904762,2.37,9.5,PD001,Health and beauty,,,,PID338,15.8,PD006,,,,
531-56-4728,A,Normal,Male,PID335,3,12.012,252.252,2/11/2019,15:29,Cash,240.24,4.761904762,12.012,5.4,PD003,Home and lifestyle,,,,PID339,80.08,PD003,,,,
221-25-5073,A,Normal,Female,PID336,4,14.932,313.572,3/4/2019,10:39,Cash,298.64,4.761904762,14.932,8.5,PD003,Home and lifestyle,,,,PID34,74.66,PD006,,,,
809-46-1866,A,Normal,Male,PID337,4,11.63,244.23,1/23/2019,17:44,Cash,232.6,4.761904762,11.63,8.4,PD001,Health and beauty,,,,PID340,58.15,PD006,,,,
886-18-2897,A,Normal,Female,PID338,5,14.14,296.94,3/22/2019,19:06,Credit card,282.8,4.761904762,14.14,4.5,PD006,Fashion accessories,,,,PID341,56.56,PD004,,,,
745-74-0715,A,Normal,Male,PID339,2,5.803,121.863,3/10/2019,20:46,Ewallet,116.06,4.761904762,5.803,8.8,PD003,Home and lifestyle,,,,PID342,58.03,PD003,,,,
704-11-6354,A,Member,Male,PID34,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9,PD006,Fashion accessories,,,,PID343,58.9,PD003,,,,
347-56-2442,A,Normal,Male,PID340,1,3.291,69.111,2/22/2019,15:33,Cash,65.82,4.761904762,3.291,4.1,PD006,Fashion accessories,,,,PID344,65.82,PD004,,,,
692-92-5582,B,Member,Female,PID341,3,8.226,172.746,20-Feb-19,13:27,Credit card,164.52,4.761904762,8.226,5.9,PD004,Sports and travel,,,,PID345,54.84,PD001,,,,
351-62-0822,B,Member,Female,PID342,4,2.896,60.816,6-Feb-19,18:07,Ewallet,57.92,4.761904762,2.896,4.5,PD003,Home and lifestyle,,,,PID346,14.48,PD001,,,,
529-56-3974,B,Member,Male,PID343,4,5.102,107.142,9-Mar-19,17:03,Cash,102.04,4.761904762,5.102,6.8,PD003,Home and lifestyle,,,,PID347,25.51,PD001,,,,
299-46-1805,B,Member,Female,PID344,6,28.116,590.436,15-Jan-19,16:19,Cash,562.32,4.761904762,28.116,4.5,PD004,Sports and travel,,,,PID348,93.72,PD003,,,,
149-71-6266,B,Member,Male,PID345,9,35.1315,737.7615,28-Jan-19,12:43,Cash,702.63,4.761904762,35.1315,4.5,PD001,Health and beauty,,,,PID349,78.07,PD004,,,,
777-82-7220,B,Member,Male,PID346,8,12.048,253.008,3-Mar-19,13:01,Cash,240.96,4.761904762,12.048,7.7,PD001,Health and beauty,,,,PID35,30.12,PD005,,,,
280-35-5823,B,Member,Female,PID347,1,4.336,91.056,17-Jan-19,18:45,Ewallet,86.72,4.761904762,4.336,7.9,PD001,Health and beauty,,,,PID350,86.72,PD003,,,,
354-25-5821,B,Member,Female,PID348,6,20.736,435.456,8-Feb-19,13:03,Cash,414.72,4.761904762,20.736,5.6,PD003,Home and lifestyle,,,,PID351,69.12,PD002,,,,
132-32-9879,B,Member,Female,PID349,4,18.792,394.632,9-Mar-19,18:00,Cash,375.84,4.761904762,18.792,9.5,PD004,Sports and travel,,,,PID352,93.96,PD002,,,,
366-93-0948,A,Member,Male,PID35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7,PD005,Food and beverages,,,,PID353,66.35,PD002,,,,
370-41-7321,B,Member,Male,PID350,9,25.5105,535.7205,27-Feb-19,17:24,Credit card,510.21,4.761904762,25.5105,8.4,PD003,Home and lifestyle,,,,PID354,56.69,PD005,,,,
